Datetime;Temperature;Pressure;Relative_humidity;Vapor_pressure;Wind_speed;Airtight
21.08.2021 20:40;15.33;1000.89;95.6;16.68;0.22;1201.03
21.08.2021 20:50;15.12;1000.91;95.9;16.51;0.19;1202.01
21.08.2021 21:00;15.05;1000.88;95.9;16.43;0.45;1202.31
21.08.2021 21:10;14.9;1000.85;98.1;16.65;0.42;1202.79
21.08.2021 21:20;14.7;1000.8;99.2;16.62;0.21;1203.58
21.08.2021 21:30;14.51;1000.77;99.7;16.5;0.48;1204.4
21.08.2021 21:40;14.31;1000.82;99.8;16.3;0.76;1205.38
21.08.2021 21:50;14.18;1000.82;100.0;16.2;0.87;1205.97
21.08.2021 22:00;13.98;1000.78;100.0;15.99;0.43;1206.86
21.08.2021 22:10;13.94;1000.76;100.0;15.95;0.37;1207.03
21.08.2021 22:20;14.05;1000.78;100.0;16.06;0.37;1206.54
21.08.2021 22:30;14.06;1000.73;100.0;16.07;1.02;1206.43
21.08.2021 22:40;14.08;1000.69;100.0;16.09;0.76;1206.29
21.08.2021 22:50;14.08;1000.66;100.0;16.09;0.73;1206.25
21.08.2021 23:00;14.13;1000.6;100.0;16.14;0.22;1205.94
21.08.2021 23:10;14.08;1000.53;100.0;16.09;0.35;1206.1
21.08.2021 23:20;14.0;1000.48;100.0;16.01;0.26;1206.4
21.08.2021 23:30;13.93;1000.4;100.0;15.94;0.52;1206.63
21.08.2021 23:40;13.87;1000.34;100.0;15.87;0.71;1206.85
21.08.2021 23:50;13.74;1000.3;100.0;15.74;0.58;1207.4
22.08.2021 00:00;13.62;1000.33;100.0;15.62;0.51;1208.0
22.08.2021 00:10;13.53;1000.33;100.0;15.53;0.44;1208.42
22.08.2021 00:20;13.55;1000.3;100.0;15.55;0.54;1208.29
22.08.2021 00:30;13.74;1000.2;100.0;15.74;0.33;1207.29
22.08.2021 00:40;13.91;1000.1;100.0;15.92;0.21;1206.37
22.08.2021 00:50;14.03;999.98;100.0;16.04;0.52;1205.66
22.08.2021 01:00;14.14;999.8;100.0;16.15;0.45;1204.93
22.08.2021 01:10;14.11;999.73;100.0;16.12;0.29;1204.98
22.08.2021 01:20;14.04;999.65;100.0;16.05;0.4;1205.21
22.08.2021 01:30;14.0;999.56;100.0;16.01;0.35;1205.28
22.08.2021 01:40;13.9;999.44;100.0;15.9;0.53;1205.61
22.08.2021 01:50;13.73;999.31;100.0;15.73;0.28;1206.25
22.08.2021 02:00;13.49;999.27;100.0;15.49;0.26;1207.32
22.08.2021 02:10;13.37;999.19;100.0;15.37;0.5;1207.78
22.08.2021 02:20;13.14;999.14;100.0;15.14;0.22;1208.8
22.08.2021 02:30;13.13;999.08;100.0;15.13;0.35;1208.77
22.08.2021 02:40;13.03;999.12;100.0;15.03;0.45;1209.28
22.08.2021 02:50;12.8;999.15;100.0;14.8;0.25;1210.4
22.08.2021 03:00;12.85;999.17;100.0;14.85;0.39;1210.19
22.08.2021 03:10;12.73;998.98;100.0;14.74;0.46;1210.52
22.08.2021 03:20;12.62;998.79;100.0;14.63;0.43;1210.8
22.08.2021 03:30;12.7;998.75;100.0;14.71;0.55;1210.39
22.08.2021 03:40;12.55;998.59;100.0;14.56;0.34;1210.89
22.08.2021 03:50;12.6;998.56;100.0;14.61;0.42;1210.62
22.08.2021 04:00;12.44;998.64;100.0;14.46;0.66;1211.47
22.08.2021 04:10;12.3;998.66;100.0;14.32;0.42;1212.14
22.08.2021 04:20;12.56;998.56;100.0;14.57;0.55;1210.8
22.08.2021 04:30;12.33;998.53;100.0;14.35;0.72;1211.85
22.08.2021 04:40;12.37;998.48;100.0;14.39;0.62;1211.6
22.08.2021 04:50;12.56;998.51;100.0;14.57;0.98;1210.74
22.08.2021 05:00;12.96;998.55;100.0;14.96;0.4;1208.92
22.08.2021 05:10;13.17;998.49;100.0;15.17;0.62;1207.87
22.08.2021 05:20;13.49;998.49;100.0;15.49;0.57;1206.37
22.08.2021 05:30;13.65;998.4;100.0;15.65;0.33;1205.51
22.08.2021 05:40;13.66;998.33;100.0;15.66;0.36;1205.39
22.08.2021 05:50;13.9;998.4;100.0;15.9;1.0;1204.35
22.08.2021 06:00;14.23;998.43;100.0;16.25;0.54;1202.85
22.08.2021 06:10;14.45;998.42;100.0;16.48;0.95;1201.81
22.08.2021 06:20;14.69;998.52;99.3;16.62;1.19;1200.86
22.08.2021 06:30;14.99;998.55;97.7;16.67;0.66;1199.62
22.08.2021 06:40;15.28;998.55;96.4;16.76;0.68;1198.38
22.08.2021 06:50;15.59;998.59;95.8;16.99;0.75;1197.04
22.08.2021 07:00;15.8;998.56;93.8;16.86;0.84;1196.19
22.08.2021 07:10;15.9;998.48;93.2;16.86;0.8;1195.68
22.08.2021 07:20;15.95;998.67;93.6;16.99;1.24;1195.63
22.08.2021 07:30;16.07;998.63;94.6;17.3;0.47;1194.95
22.08.2021 07:40;16.2;998.65;94.4;17.41;0.77;1194.4
22.08.2021 07:50;16.36;998.68;93.8;17.48;0.52;1193.73
22.08.2021 08:00;16.5;998.72;94.5;17.77;0.53;1193.08
22.08.2021 08:10;16.7;998.69;93.4;17.78;0.75;1192.21
22.08.2021 08:20;17.12;998.81;92.1;18.01;0.71;1190.52
22.08.2021 08:30;17.65;998.83;88.8;17.96;0.38;1188.41
22.08.2021 08:40;18.35;998.88;87.5;18.49;0.56;1185.36
22.08.2021 08:50;19.0;998.94;84.5;18.6;0.83;1182.75
22.08.2021 09:00;19.59;999.1;83.8;19.13;0.98;1180.32
22.08.2021 09:10;19.91;999.15;82.3;19.17;1.82;1179.07
22.08.2021 09:20;19.96;999.08;81.7;19.09;0.76;1178.82
22.08.2021 09:30;20.39;999.08;80.8;19.39;1.38;1176.97
22.08.2021 09:40;21.29;999.05;76.22;19.33;1.74;1173.35
22.08.2021 09:50;22.5;999.08;70.93;19.36;1.95;1168.58
22.08.2021 10:00;22.59;999.13;67.8;18.61;2.36;1168.62
22.08.2021 10:10;22.25;999.12;67.8;18.23;2.44;1170.12
22.08.2021 10:20;22.39;999.25;67.35;18.26;2.7;1169.7
22.08.2021 10:30;22.12;999.36;67.15;17.91;2.81;1171.06
22.08.2021 10:40;22.07;999.43;67.87;18.05;2.88;1171.28
22.08.2021 10:50;22.26;999.51;66.34;17.85;2.99;1170.71
22.08.2021 11:00;22.15;999.54;66.44;17.76;2.81;1171.22
22.08.2021 11:10;22.56;999.49;65.46;17.94;2.83;1169.46
22.08.2021 11:20;22.88;999.46;64.12;17.91;3.07;1168.17
22.08.2021 11:30;22.99;999.34;64.73;18.2;3.13;1167.47
22.08.2021 11:40;23.05;999.31;64.59;18.23;2.88;1167.18
22.08.2021 11:50;22.86;999.34;64.71;18.06;3.38;1168.04
22.08.2021 12:00;22.8;999.25;65.23;18.13;2.5;1168.14
22.08.2021 12:10;22.75;999.24;65.18;18.07;2.53;1168.36
22.08.2021 12:20;22.76;999.22;65.43;18.15;2.18;1168.26
22.08.2021 12:30;22.79;999.27;65.02;18.07;2.32;1168.23
22.08.2021 12:40;22.69;999.31;64.85;17.91;2.53;1168.75
22.08.2021 12:50;22.7;999.27;64.6;17.85;2.33;1168.68
22.08.2021 13:00;22.87;999.23;64.95;18.13;1.88;1167.84
22.08.2021 13:10;22.8;999.19;65.03;18.08;2.28;1168.09
22.08.2021 13:20;22.59;999.09;64.79;17.78;2.37;1168.93
22.08.2021 13:30;22.27;999.12;66.78;17.98;3.07;1170.16
22.08.2021 13:40;21.88;999.16;70.44;18.52;2.36;1171.5
22.08.2021 13:50;21.74;999.11;73.12;19.06;1.18;1171.76
22.08.2021 14:00;21.79;999.0;72.62;18.99;1.31;1171.46
22.08.2021 14:10;22.16;998.99;71.5;19.12;1.44;1169.92
22.08.2021 14:20;23.41;998.92;65.46;18.88;1.24;1165.01
22.08.2021 14:30;24.29;998.73;62.1;18.88;1.5;1161.35
22.08.2021 14:40;23.42;998.58;63.92;18.45;1.42;1164.77
22.08.2021 14:50;22.94;998.5;64.9;18.2;0.76;1166.68
22.08.2021 15:00;22.92;998.39;66.87;18.73;1.16;1166.39
22.08.2021 15:10;23.25;998.42;65.72;18.77;1.18;1165.11
22.08.2021 15:20;24.46;998.41;58.97;18.12;1.58;1160.65
22.08.2021 15:30;23.48;998.18;61.99;17.96;0.81;1164.28
22.08.2021 15:40;23.6;998.13;62.56;18.25;0.47;1163.62
22.08.2021 15:50;23.92;998.15;59.14;17.59;0.46;1162.68
22.08.2021 16:00;23.5;998.09;62.62;18.16;0.56;1164.01
22.08.2021 16:10;22.78;998.03;67.46;18.73;0.82;1166.51
22.08.2021 16:20;22.0;998.04;69.36;18.37;1.08;1169.77
22.08.2021 16:30;21.44;997.97;74.66;19.11;1.49;1171.59
22.08.2021 16:40;21.07;998.02;75.05;18.78;2.19;1173.27
22.08.2021 16:50;20.22;998.23;82.3;19.54;2.61;1176.57
22.08.2021 17:00;18.68;998.94;87.6;18.9;4.89;1183.91
22.08.2021 17:10;17.03;999.04;92.1;17.91;21.66;1191.22
22.08.2021 17:20;16.13;999.13;96.1;17.65;10.25;1195.15
22.08.2021 17:30;15.89;999.07;97.1;17.56;2.3;1196.11
22.08.2021 17:40;15.67;999.09;96.7;17.24;2.23;1197.19
22.08.2021 17:50;15.46;999.1;97.4;17.13;4.37;1198.12
22.08.2021 18:00;15.3;999.08;98.0;17.06;1.68;1198.8
22.08.2021 18:10;15.25;999.17;98.4;17.08;2.03;1199.11
22.08.2021 18:20;15.23;999.19;98.6;17.09;1.79;1199.2
22.08.2021 18:30;15.21;999.24;99.2;17.17;1.33;1199.31
22.08.2021 18:40;15.21;999.32;99.8;17.28;1.77;1199.37
22.08.2021 18:50;15.21;999.4;100.0;17.31;1.33;1199.44
22.08.2021 19:00;15.18;999.56;100.0;17.28;1.23;1199.77
22.08.2021 19:10;15.25;999.68;100.0;17.36;1.48;1199.59
22.08.2021 19:20;15.26;999.58;100.0;17.37;1.22;1199.42
22.08.2021 19:30;15.24;999.6;100.0;17.34;0.76;1199.55
22.08.2021 19:40;15.17;999.71;100.0;17.27;0.36;1200.0
22.08.2021 19:50;15.12;999.86;100.0;17.21;0.27;1200.41
22.08.2021 20:00;15.09;999.84;100.0;17.18;0.27;1200.54
22.08.2021 20:10;15.06;999.93;100.0;17.14;0.52;1200.79
22.08.2021 20:20;15.03;1000.02;100.0;17.11;0.62;1201.03
22.08.2021 20:30;15.02;999.89;100.0;17.1;0.55;1200.93
22.08.2021 20:40;15.06;999.86;100.0;17.14;0.57;1200.7
22.08.2021 20:50;15.04;999.9;100.0;17.12;0.46;1200.84
22.08.2021 21:00;14.91;999.96;100.0;16.98;1.01;1201.52
22.08.2021 21:10;14.88;1000.16;100.0;16.95;0.67;1201.9
22.08.2021 21:20;14.87;1000.38;100.0;16.94;0.82;1202.22
22.08.2021 21:30;14.98;1000.52;100.0;17.06;0.64;1201.87
22.08.2021 21:40;15.02;1000.62;100.0;17.1;0.4;1201.81
22.08.2021 21:50;15.06;1000.62;100.0;17.14;0.54;1201.61
22.08.2021 22:00;15.03;1000.67;100.0;17.11;0.6;1201.82
22.08.2021 22:10;14.96;1000.56;100.0;17.03;0.74;1202.02
22.08.2021 22:20;14.93;1000.55;100.0;17.0;0.39;1202.14
22.08.2021 22:30;14.81;1000.59;100.0;16.87;0.61;1202.75
22.08.2021 22:40;14.65;1000.66;100.0;16.7;0.75;1203.58
22.08.2021 22:50;14.59;1000.69;100.0;16.63;1.06;1203.9
22.08.2021 23:00;14.6;1000.7;100.0;16.64;0.45;1203.86
22.08.2021 23:10;14.62;1000.69;100.0;16.66;0.43;1203.75
22.08.2021 23:20;14.59;1000.73;100.0;16.63;1.2;1203.95
22.08.2021 23:30;14.63;1000.81;100.0;16.68;1.1;1203.85
22.08.2021 23:40;14.68;1000.8;100.0;16.73;0.97;1203.61
22.08.2021 23:50;14.71;1000.74;100.0;16.76;0.93;1203.4
23.08.2021 00:00;14.65;1000.46;100.0;16.7;0.8;1203.34
23.08.2021 00:10;14.61;1000.29;100.0;16.65;0.92;1203.32
23.08.2021 00:20;14.62;1000.19;100.0;16.66;1.64;1203.15
23.08.2021 00:30;14.73;1000.05;100.0;16.78;2.63;1202.47
23.08.2021 00:40;14.83;1000.09;100.0;16.89;2.24;1202.05
23.08.2021 00:50;14.91;1000.18;100.0;16.98;1.54;1201.79
23.08.2021 01:00;14.92;1000.23;100.0;16.99;1.31;1201.8
23.08.2021 01:10;14.89;1000.21;100.0;16.96;1.53;1201.91
23.08.2021 01:20;14.92;1000.13;100.0;16.99;1.86;1201.68
23.08.2021 01:30;14.93;1000.11;100.0;17.0;1.54;1201.61
23.08.2021 01:40;14.9;1000.21;100.0;16.97;1.32;1201.87
23.08.2021 01:50;14.86;1000.32;100.0;16.92;0.8;1202.19
23.08.2021 02:00;14.88;1000.44;100.0;16.95;0.95;1202.25
23.08.2021 02:10;14.93;1000.45;100.0;17.0;1.43;1202.03
23.08.2021 02:20;14.97;1000.49;100.0;17.05;0.89;1201.89
23.08.2021 02:30;15.0;1000.53;100.0;17.08;1.35;1201.79
23.08.2021 02:40;14.98;1000.45;100.0;17.06;1.22;1201.78
23.08.2021 02:50;14.95;1000.44;100.0;17.02;1.1;1201.91
23.08.2021 03:00;14.91;1000.37;100.0;16.98;1.37;1202.01
23.08.2021 03:10;14.88;1000.25;100.0;16.95;1.38;1202.01
23.08.2021 03:20;14.91;1000.26;100.0;16.98;1.23;1201.88
23.08.2021 03:30;14.94;1000.23;100.0;17.01;1.68;1201.7
23.08.2021 03:40;15.06;1000.25;100.0;17.14;2.08;1201.17
23.08.2021 03:50;15.14;1000.14;100.0;17.23;2.36;1200.67
23.08.2021 04:00;15.19;1000.05;100.0;17.29;2.13;1200.32
23.08.2021 04:10;15.18;1000.01;100.0;17.28;2.06;1200.33
23.08.2021 04:20;15.06;1000.05;100.0;17.14;1.28;1200.93
23.08.2021 04:30;14.97;1000.14;100.0;17.05;1.55;1201.46
23.08.2021 04:40;14.98;1000.21;100.0;17.06;1.58;1201.49
23.08.2021 04:50;15.05;1000.14;100.0;17.13;1.88;1201.08
23.08.2021 05:00;14.99;1000.2;100.0;17.07;1.31;1201.44
23.08.2021 05:10;15.0;1000.15;100.0;17.08;2.55;1201.32
23.08.2021 05:20;15.09;1000.01;100.0;17.18;2.43;1200.74
23.08.2021 05:30;15.12;999.93;100.0;17.21;2.59;1200.51
23.08.2021 05:40;15.21;999.9;100.0;17.31;2.23;1200.04
23.08.2021 05:50;15.26;999.99;99.9;17.35;1.69;1199.93
23.08.2021 06:00;15.34;1000.24;99.6;17.39;2.17;1199.88
23.08.2021 06:10;15.44;1000.38;99.1;17.41;1.95;1199.63
23.08.2021 06:20;15.46;1000.45;99.0;17.42;2.02;1199.62
23.08.2021 06:30;15.49;1000.44;98.8;17.41;2.36;1199.48
23.08.2021 06:40;15.5;1000.43;99.0;17.46;2.14;1199.42
23.08.2021 06:50;15.56;1000.46;98.6;17.46;2.0;1199.21
23.08.2021 07:00;15.63;1000.52;97.6;17.36;2.5;1199.03
23.08.2021 07:10;15.58;1000.56;98.2;17.41;1.95;1199.26
23.08.2021 07:20;15.53;1000.52;98.6;17.42;2.02;1199.42
23.08.2021 07:30;15.49;1000.48;99.1;17.47;2.31;1199.51
23.08.2021 07:40;15.39;1000.42;99.6;17.44;2.69;1199.86
23.08.2021 07:50;15.29;1000.32;100.0;17.4;2.53;1200.18
23.08.2021 08:00;15.31;1000.34;100.0;17.42;2.07;1200.11
23.08.2021 08:10;15.4;1000.29;99.9;17.51;3.05;1199.64
23.08.2021 08:20;15.42;1000.23;99.9;17.53;2.59;1199.48
23.08.2021 08:30;15.44;1000.32;99.9;17.55;2.27;1199.49
23.08.2021 08:40;15.5;1000.52;99.4;17.53;1.9;1199.48
23.08.2021 08:50;15.5;1000.54;99.7;17.58;1.77;1199.48
23.08.2021 09:00;15.52;1000.6;99.8;17.62;2.01;1199.46
23.08.2021 09:10;15.68;1000.73;99.7;17.79;1.68;1198.88
23.08.2021 09:20;15.88;1000.86;99.2;17.93;2.14;1198.14
23.08.2021 09:30;15.88;1001.01;98.7;17.84;1.9;1198.37
23.08.2021 09:40;15.96;1001.1;99.1;18.0;0.98;1198.06
23.08.2021 09:50;16.12;1001.2;98.5;18.07;1.24;1197.49
23.08.2021 10:00;16.14;1001.24;98.0;18.01;1.32;1197.49
23.08.2021 10:10;16.11;1001.44;98.1;17.99;1.59;1197.86
23.08.2021 10:20;16.03;1001.58;98.2;17.92;1.53;1198.39
23.08.2021 10:30;16.03;1001.69;98.0;17.88;1.96;1198.55
23.08.2021 10:40;16.05;1001.78;98.2;17.94;1.94;1198.54
23.08.2021 10:50;16.12;1001.84;98.1;18.0;2.15;1198.3
23.08.2021 11:00;16.15;1001.92;97.3;17.89;2.15;1198.31
23.08.2021 11:10;15.98;1001.92;98.0;17.82;2.56;1199.05
23.08.2021 11:20;15.83;1001.96;98.9;17.82;2.04;1199.72
23.08.2021 11:30;15.87;1002.04;98.4;17.77;1.59;1199.68
23.08.2021 11:40;15.87;1002.08;98.1;17.72;1.93;1199.75
23.08.2021 11:50;15.77;1002.11;98.8;17.73;1.62;1200.2
23.08.2021 12:00;15.68;1002.1;98.4;17.56;2.29;1200.64
23.08.2021 12:10;15.58;1002.13;99.3;17.6;1.96;1201.06
23.08.2021 12:20;15.47;1002.02;99.4;17.5;2.54;1201.44
23.08.2021 12:30;15.41;1001.93;99.1;17.38;2.42;1201.63
23.08.2021 12:40;15.4;1002.03;99.0;17.35;1.87;1201.81
23.08.2021 12:50;15.36;1002.07;97.8;17.09;2.36;1202.14
23.08.2021 13:00;15.33;1002.1;98.2;17.13;2.49;1202.29
23.08.2021 13:10;15.32;1002.19;98.2;17.12;2.04;1202.44
23.08.2021 13:20;15.37;1002.43;97.9;17.12;2.76;1202.52
23.08.2021 13:30;15.29;1002.43;97.9;17.03;2.53;1202.89
23.08.2021 13:40;15.23;1002.41;98.7;17.11;2.3;1203.09
23.08.2021 13:50;15.18;1002.5;98.3;16.98;1.89;1203.46
23.08.2021 14:00;15.02;1002.68;98.0;16.76;2.65;1204.45
23.08.2021 14:10;14.83;1002.79;97.8;16.52;3.22;1205.49
23.08.2021 14:20;14.6;1002.94;98.2;16.34;3.32;1206.71
23.08.2021 14:30;14.41;1003.07;99.0;16.28;2.93;1207.71
23.08.2021 14:40;14.36;1003.09;99.0;16.22;3.56;1207.95
23.08.2021 14:50;14.31;1003.17;99.4;16.24;2.79;1208.26
23.08.2021 15:00;14.32;1003.2;98.7;16.13;3.9;1208.31
23.08.2021 15:10;14.17;1003.3;99.5;16.11;3.74;1209.06
23.08.2021 15:20;14.08;1003.38;99.9;16.08;3.08;1209.56
23.08.2021 15:30;13.99;1003.51;99.0;15.84;2.9;1210.2
23.08.2021 15:40;13.89;1003.69;97.9;15.56;3.41;1210.96
23.08.2021 15:50;13.88;1003.81;93.9;14.92;4.67;1211.45
23.08.2021 16:00;13.76;1003.89;93.9;14.8;3.35;1212.12
23.08.2021 16:10;13.54;1003.98;95.9;14.9;3.59;1213.1
23.08.2021 16:20;13.41;1004.02;98.2;15.13;2.61;1213.6
23.08.2021 16:30;13.36;1004.0;99.4;15.26;2.19;1213.72
23.08.2021 16:40;13.42;1003.9;99.7;15.37;1.86;1213.3
23.08.2021 16:50;13.51;1004.11;99.8;15.48;0.94;1213.12
23.08.2021 17:00;13.59;1004.25;99.8;15.56;0.96;1212.92
23.08.2021 17:10;13.66;1004.31;99.3;15.55;1.16;1212.7
23.08.2021 17:20;13.78;1004.42;98.4;15.53;1.01;1212.34
23.08.2021 17:30;13.93;1004.51;98.0;15.62;0.41;1211.77
23.08.2021 17:40;13.98;1004.59;97.9;15.65;0.95;1211.64
23.08.2021 17:50;14.03;1004.72;98.5;15.8;0.67;1211.52
23.08.2021 18:00;14.06;1004.82;99.2;15.94;0.71;1211.45
23.08.2021 18:10;14.12;1004.91;99.0;15.97;0.86;1211.29
23.08.2021 18:20;14.24;1005.2;97.8;15.9;0.6;1211.17
23.08.2021 18:30;14.33;1005.28;97.9;16.01;0.75;1210.83
23.08.2021 18:40;14.24;1005.38;99.2;16.13;0.62;1211.28
23.08.2021 18:50;13.78;1005.49;100.0;15.78;0.63;1213.51
23.08.2021 19:00;13.32;1005.55;100.0;15.32;0.93;1215.75
23.08.2021 19:10;13.19;1005.55;100.0;15.19;0.67;1216.36
23.08.2021 19:20;13.1;1005.64;100.0;15.1;0.39;1216.9
23.08.2021 19:30;12.96;1005.63;100.0;14.96;0.53;1217.54
23.08.2021 19:40;12.78;1005.65;100.0;14.78;0.29;1218.41
23.08.2021 19:50;12.67;1005.69;100.0;14.68;0.28;1218.98
23.08.2021 20:00;12.58;1005.82;100.0;14.59;0.23;1219.57
23.08.2021 20:10;12.63;1005.82;100.0;14.64;0.43;1219.33
23.08.2021 20:20;12.57;1005.85;100.0;14.58;0.38;1219.64
23.08.2021 20:30;12.57;1005.93;100.0;14.58;0.35;1219.75
23.08.2021 20:40;12.56;1005.96;100.0;14.57;0.77;1219.83
23.08.2021 20:50;12.54;1005.99;100.0;14.55;0.53;1219.96
23.08.2021 21:00;12.62;1006.01;100.0;14.63;0.57;1219.6
23.08.2021 21:10;12.7;1006.09;100.0;14.71;0.24;1219.33
23.08.2021 21:20;12.69;1006.18;100.0;14.7;0.17;1219.49
23.08.2021 21:30;12.61;1006.25;100.0;14.62;0.18;1219.95
23.08.2021 21:40;12.46;1006.23;100.0;14.48;0.22;1220.64
23.08.2021 21:50;12.16;1006.15;100.0;14.19;0.25;1221.94
23.08.2021 22:00;11.84;1005.97;100.0;13.9;0.46;1223.23
23.08.2021 22:10;11.52;1005.68;100.0;13.61;0.71;1224.39
23.08.2021 22:20;11.21;1005.14;100.0;13.33;0.54;1225.19
23.08.2021 22:30;10.98;1004.74;100.0;13.13;0.48;1225.79
23.08.2021 22:40;10.74;1004.71;100.0;12.92;0.72;1226.89
23.08.2021 22:50;10.42;1004.77;100.0;12.64;0.64;1228.47
23.08.2021 23:00;10.34;1004.78;100.0;12.58;0.55;1228.86
23.08.2021 23:10;10.29;1004.76;100.0;12.54;0.44;1229.07
23.08.2021 23:20;10.17;1004.74;100.0;12.43;0.29;1229.61
23.08.2021 23:30;9.94;1004.76;100.0;12.24;0.45;1230.73
23.08.2021 23:40;9.73;1004.71;100.0;12.07;0.35;1231.66
23.08.2021 23:50;9.52;1004.71;100.0;11.9;0.36;1232.65
24.08.2021 00:00;9.49;1004.77;100.0;11.88;0.49;1232.87
24.08.2021 00:10;9.27;1004.82;100.0;11.7;0.6;1233.97
24.08.2021 00:20;9.19;1004.89;100.0;11.64;0.62;1234.44
24.08.2021 00:30;9.22;1004.95;100.0;11.67;0.6;1234.37
24.08.2021 00:40;9.07;1005.05;100.0;11.55;0.81;1235.21
24.08.2021 00:50;9.54;1005.35;100.0;11.92;0.61;1233.34
24.08.2021 01:00;9.85;1005.85;100.0;12.17;0.65;1232.5
24.08.2021 01:10;10.16;1006.23;100.0;12.43;0.98;1231.5
24.08.2021 01:20;10.27;1006.4;100.0;12.52;0.54;1231.18
24.08.2021 01:30;10.35;1006.52;100.0;12.59;0.76;1230.95
24.08.2021 01:40;10.67;1006.64;100.0;12.86;0.65;1229.58
24.08.2021 01:50;10.84;1006.77;100.0;13.0;0.62;1228.93
24.08.2021 02:00;10.99;1006.94;100.0;13.13;0.39;1228.44
24.08.2021 02:10;11.18;1007.06;100.0;13.3;0.53;1227.68
24.08.2021 02:20;11.36;1007.13;100.0;13.46;0.64;1226.92
24.08.2021 02:30;11.49;1007.17;100.0;13.58;0.82;1226.36
24.08.2021 02:40;11.53;1007.2;100.0;13.61;1.26;1226.2
24.08.2021 02:50;11.61;1007.23;100.0;13.69;1.55;1225.86
24.08.2021 03:00;11.73;1007.23;100.0;13.8;1.13;1225.29
24.08.2021 03:10;11.89;1007.2;99.6;13.89;1.05;1224.53
24.08.2021 03:20;12.09;1007.23;96.6;13.65;1.92;1223.82
24.08.2021 03:30;12.28;1007.27;95.5;13.66;1.44;1223.05
24.08.2021 03:40;12.28;1007.34;96.2;13.76;1.03;1223.08
24.08.2021 03:50;12.4;1007.39;95.0;13.7;0.78;1222.66
24.08.2021 04:00;12.44;1007.43;94.9;13.72;0.99;1222.52
24.08.2021 04:10;12.5;1007.43;94.3;13.69;1.31;1222.29
24.08.2021 04:20;12.56;1007.44;94.0;13.7;0.65;1222.04
24.08.2021 04:30;12.54;1007.46;94.8;13.8;0.66;1222.1
24.08.2021 04:40;12.54;1007.56;95.9;13.96;1.05;1222.15
24.08.2021 04:50;12.54;1007.58;94.9;13.81;0.85;1222.24
24.08.2021 05:00;12.51;1007.62;95.6;13.88;1.03;1222.38
24.08.2021 05:10;12.46;1007.71;97.0;14.04;0.63;1222.64
24.08.2021 05:20;12.43;1007.81;97.4;14.07;0.3;1222.87
24.08.2021 05:30;12.44;1007.92;97.1;14.04;0.78;1222.97
24.08.2021 05:40;12.44;1008.05;96.7;13.98;0.69;1223.16
24.08.2021 05:50;12.49;1008.11;95.8;13.9;0.84;1223.06
24.08.2021 06:00;12.54;1008.22;95.4;13.88;0.83;1222.99
24.08.2021 06:10;12.52;1008.24;96.1;13.97;1.29;1223.06
24.08.2021 06:20;12.57;1008.29;96.6;14.09;0.89;1222.85
24.08.2021 06:30;12.56;1008.39;96.7;14.09;0.97;1223.01
24.08.2021 06:40;12.55;1008.46;96.9;14.11;0.99;1223.13
24.08.2021 06:50;12.6;1008.49;96.7;14.13;1.14;1222.95
24.08.2021 07:00;12.66;1008.52;95.8;14.05;1.42;1222.76
24.08.2021 07:10;12.7;1008.58;95.9;14.1;1.72;1222.64
24.08.2021 07:20;12.73;1008.44;95.7;14.1;1.9;1222.34
24.08.2021 07:30;12.79;1008.22;95.4;14.11;1.77;1221.81
24.08.2021 07:40;12.87;1008.18;95.4;14.19;1.63;1221.39
24.08.2021 07:50;12.91;1008.21;94.7;14.12;1.98;1221.29
24.08.2021 08:00;12.95;1008.24;94.4;14.11;1.91;1221.15
24.08.2021 08:10;13.03;1008.3;94.1;14.14;1.84;1220.87
24.08.2021 08:20;13.11;1008.39;93.9;14.18;1.64;1220.62
24.08.2021 08:30;13.11;1008.49;92.9;14.03;2.09;1220.81
24.08.2021 08:40;13.11;1008.53;93.9;14.18;1.91;1220.79
24.08.2021 08:50;13.31;1008.57;93.0;14.23;1.94;1219.97
24.08.2021 09:00;13.5;1008.6;91.9;14.24;1.67;1219.19
24.08.2021 09:10;13.63;1008.69;90.6;14.16;2.33;1218.78
24.08.2021 09:20;13.59;1008.77;90.4;14.09;2.74;1219.08
24.08.2021 09:30;13.6;1008.89;91.6;14.29;3.27;1219.1
24.08.2021 09:40;13.76;1008.93;91.4;14.41;2.97;1218.41
24.08.2021 09:50;13.86;1008.94;91.5;14.52;2.74;1217.95
24.08.2021 10:00;13.9;1009.0;91.3;14.52;2.38;1217.85
24.08.2021 10:10;14.0;1009.05;90.5;14.49;2.43;1217.5
24.08.2021 10:20;14.21;1009.13;89.9;14.59;2.02;1216.66
24.08.2021 10:30;14.63;1009.12;88.8;14.81;1.06;1214.77
24.08.2021 10:40;15.16;1009.17;86.8;14.98;1.53;1212.52
24.08.2021 10:50;15.07;1009.22;86.2;14.79;1.79;1213.05
24.08.2021 11:00;15.43;1009.29;85.3;14.98;1.62;1211.53
24.08.2021 11:10;15.38;1009.71;84.9;14.86;1.75;1212.3
24.08.2021 11:20;15.32;1009.69;85.9;14.98;1.71;1212.48
24.08.2021 11:30;15.58;1009.64;83.8;14.86;1.8;1211.38
24.08.2021 11:40;15.67;1009.66;83.6;14.91;2.28;1211.01
24.08.2021 11:50;15.9;1009.71;82.9;15.0;2.1;1210.06
